,menu_item,menu_item_price,menu_item_calories,restaurant_address
1632,BBQ Bacon Whopper Jr.,3.89,390,"115, Lincoln, CA, 95648, US"
1633,Whopper Jr.,3.99,330,"115, Lincoln, CA, 95648, US"
1634,Bacon Double Cheeseburger,4.29,440,"115, Lincoln, CA, 95648, US"
1635,Bacon Cheeseburger,3.39,340,"115, Lincoln, CA, 95648, US"
1636,Double Cheeseburger,3.49,400,"115, Lincoln, CA, 95648, US"
1637,Cheeseburger,2.59,290,"115, Lincoln, CA, 95648, US"
1638,Rodeo Burger,2.59,340,"115, Lincoln, CA, 95648, US"
1639,Hamburger,2.19,250,"115, Lincoln, CA, 95648, US"
1640,Have-sies™,3.49,380,"115, Lincoln, CA, 95648, US"
1641,French Fries,3.79,370,"115, Lincoln, CA, 95648, US"
1642,Onion Rings,3.79,360,"115, Lincoln, CA, 95648, US"
1643,12 Pc. Chicken Fries,4.99,340,"115, Lincoln, CA, 95648, US"
1644,8 Pc. Chicken Fries,4.19,220,"115, Lincoln, CA, 95648, US"
1645,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"115, Lincoln, CA, 95648, US"
1646,4 Pc. Chicken Fries,1.99,110,"115, Lincoln, CA, 95648, US"
1647,16 Pc. Chicken Nuggets,4.98,770,"115, Lincoln, CA, 95648, US"
1648,8 Pc. Chicken Nuggets,2.79,390,"115, Lincoln, CA, 95648, US"
1649,4 Pc. Chicken Nuggets,1.79,190,"115, Lincoln, CA, 95648, US"
1650,MOTTS Applesauce,1.69,50,"115, Lincoln, CA, 95648, US"
1651,Tacos,2.19,420,"115, Lincoln, CA, 95648, US"
1652,Whopper,7.99,670,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1653,Impossible™ Whopper,8.49,630,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1654,Texas Double Whopper,10.29,"1,090","5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1655,Double Whopper,9.19,920,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1656,Triple Whopper ,10.19,"1,170","5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1657,Bacon King,9.29,"1,200","5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1658,BBQ Bacon Whopper Jr.,4.79,390,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1659,Whopper Jr.,4.19,330,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1660,Bacon Double Cheeseburger,4.39,440,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1661,Bacon Cheeseburger,3.19,340,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1662,Double Cheeseburger,3.39,400,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1663,Cheeseburger,2.59,290,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1664,Rodeo Burger,2.59,340,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1665,Hamburger,1.89,250,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1666,Have-sies™,3.79,380,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1667,French Fries,3.79,370,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1668,Onion Rings,3.79,360,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1669,12 Pc. Chicken Fries,5.39,340,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1670,8 Pc. Chicken Fries,4.59,220,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1671,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1672,4 Pc. Chicken Fries,2.19,110,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1673,16 Pc. Chicken Nuggets,4.98,770,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1674,8 Pc. Chicken Nuggets,2.99,390,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1675,4 Pc. Chicken Nuggets,1.49,190,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1676,MOTTS Applesauce,2.29,50,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1677,Tacos,3.49,420,"5790 VAN BUREN BOULEVARD, Riverside, CA, 92503, US"
1678,Royal Crispy Chicken,6.69,600,"3630 Tyler Street, Riverside, CA, 92505, US"
1679,Fiery Royal Crispy Chicken,6.69,760,"3630 Tyler Street, Riverside, CA, 92505, US"
1680,Bacon and Swiss Royal Crispy Chicken,7.59,740,"3630 Tyler Street, Riverside, CA, 92505, US"
1681,Original Chicken Sandwich,6.79,680,"3630 Tyler Street, Riverside, CA, 92505, US"
1682,8 Pc. Fiery Buffalo Nuggets,3.49,510,"3630 Tyler Street, Riverside, CA, 92505, US"
1683,16 Pc. Chicken Nuggets,4.98,770,"3630 Tyler Street, Riverside, CA, 92505, US"
1684,8 Pc. Chicken Nuggets,2.99,390,"3630 Tyler Street, Riverside, CA, 92505, US"
1685,4 Pc. Chicken Nuggets,1.49,190,"3630 Tyler Street, Riverside, CA, 92505, US"
1686,12 Pc. Chicken Fries,5.39,340,"3630 Tyler Street, Riverside, CA, 92505, US"
1687,8 Pc. Chicken Fries,4.99,220,"3630 Tyler Street, Riverside, CA, 92505, US"
1688,4 Pc. Chicken Fries,2.19,110,"3630 Tyler Street, Riverside, CA, 92505, US"
1689,Big Fish,4.19,570,"3630 Tyler Street, Riverside, CA, 92505, US"
1690,Chicken Jr.,2.59,440,"3630 Tyler Street, Riverside, CA, 92505, US"
1691,Fiery Buffalo Royal Crispy Wrap,3.49,360,"3630 Tyler Street, Riverside, CA, 92505, US"
1692,Royal Crispy Wrap,3.49,310,"3630 Tyler Street, Riverside, CA, 92505, US"
1693,Fiery Royal Crispy Wrap,3.49,390,"3630 Tyler Street, Riverside, CA, 92505, US"
1694,Honey Mustard Royal Crispy Wrap,3.49,290,"3630 Tyler Street, Riverside, CA, 92505, US"
1695,Coca-Cola,3.39,350,"3630 Tyler Street, Riverside, CA, 92505, US"
1696,Diet Coke,3.39,0,"3630 Tyler Street, Riverside, CA, 92505, US"
1697,Coca-Cola Zero Sugar,3.39,0,"3630 Tyler Street, Riverside, CA, 92505, US"
1698,Shakes,4.99,640,"3630 Tyler Street, Riverside, CA, 92505, US"
1699,Dr Pepper®,3.39,350,"3630 Tyler Street, Riverside, CA, 92505, US"
1700,Sprite,3.39,330,"3630 Tyler Street, Riverside, CA, 92505, US"
1701,Pure Life® Purified Water,2.39,0,"3630 Tyler Street, Riverside, CA, 92505, US"
1702,Sweetened Iced Tea,3.39,160,"3630 Tyler Street, Riverside, CA, 92505, US"
1703,Unsweetened Iced Tea,3.39,0,"3630 Tyler Street, Riverside, CA, 92505, US"
1704,Minute Maid Lemonade,3.39,260,"3630 Tyler Street, Riverside, CA, 92505, US"
1705,Barq's,3.39,380,"3630 Tyler Street, Riverside, CA, 92505, US"
1706,HI-C Fruit Punch,3.39,410,"3630 Tyler Street, Riverside, CA, 92505, US"
1707,HI-C Pink Lemonade,3.39,350,"3630 Tyler Street, Riverside, CA, 92505, US"
1708,Fanta Orange,3.39,370,"3630 Tyler Street, Riverside, CA, 92505, US"
1709,Honest Kids® Apple Juice Drink,2.49,35,"3630 Tyler Street, Riverside, CA, 92505, US"
1710,Frozen Cotton Candy,2.39,130,"3630 Tyler Street, Riverside, CA, 92505, US"
1711,Frozen Cotton Candy Cloud,2.89,250,"3630 Tyler Street, Riverside, CA, 92505, US"
1712,Frozen Coke®,2.39,160,"3630 Tyler Street, Riverside, CA, 92505, US"
1713,Frozen Fanta® Blue Raspberry,2.39,160,"3630 Tyler Street, Riverside, CA, 92505, US"
1714,Frozen Fanta® Wild Cherry,2.39,160,"3630 Tyler Street, Riverside, CA, 92505, US"
1715,BK Café,2.69,0,"3630 Tyler Street, Riverside, CA, 92505, US"
1716,BK Café Decaf,2.69,0,"3630 Tyler Street, Riverside, CA, 92505, US"
1717,BK Café Iced Coffee,2.99,200,"3630 Tyler Street, Riverside, CA, 92505, US"
1718,Fat Free Milk,2.69,90,"3630 Tyler Street, Riverside, CA, 92505, US"
1719,Simply® Orange Juice,3.19,160,"3630 Tyler Street, Riverside, CA, 92505, US"
1720,Whopper,7.99,670,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1721,Impossible™ Whopper,8.49,630,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1722,Texas Double Whopper,10.29,"1,090","10055 Cedar Avenue, Bloomington, CA, 92316, US"
1723,Double Whopper,9.19,920,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1724,Triple Whopper ,10.19,"1,170","10055 Cedar Avenue, Bloomington, CA, 92316, US"
1725,Bacon King,9.29,"1,200","10055 Cedar Avenue, Bloomington, CA, 92316, US"
1726,BBQ Bacon Whopper Jr.,4.79,390,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1727,Whopper Jr.,4.19,330,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1728,Bacon Double Cheeseburger,4.39,440,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1729,Bacon Cheeseburger,2.99,340,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1730,Double Cheeseburger,3.49,400,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1731,Cheeseburger,2.69,290,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1732,Rodeo Burger,2.69,340,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1733,Hamburger,1.89,250,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1734,Have-sies™,3.79,380,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1735,French Fries,3.79,370,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1736,Onion Rings,3.79,360,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1737,12 Pc. Chicken Fries,5.39,340,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1738,8 Pc. Chicken Fries,4.59,220,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1739,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1740,4 Pc. Chicken Fries,2.19,110,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1741,16 Pc. Chicken Nuggets,4.98,770,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1742,8 Pc. Chicken Nuggets,2.89,390,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1743,4 Pc. Chicken Nuggets,1.49,190,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1744,MOTTS Applesauce,2.29,50,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1745,Tacos,3.49,420,"10055 Cedar Avenue, Bloomington, CA, 92316, US"
1746,Whopper,7.59,670,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1747,Impossible™ Whopper,8.59,630,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1748,Texas Double Whopper,10.39,"1,090","24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1749,Double Whopper,8.59,920,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1750,Triple Whopper ,9.49,"1,170","24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1751,Bacon King,10.39,"1,200","24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1752,BBQ Bacon Whopper Jr.,6.89,390,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1753,Whopper Jr.,6.19,330,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1754,Bacon Double Cheeseburger,4.99,440,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1755,Bacon Cheeseburger,3.99,340,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1756,Double Cheeseburger,3.99,400,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1757,Cheeseburger,3.49,290,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1758,Rodeo Burger,3.49,340,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1759,Hamburger,2.59,250,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1760,Have-sies™,4.19,380,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1761,French Fries,3.89,370,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1762,Onion Rings,3.99,360,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1763,12 Pc. Chicken Fries,7.99,340,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1764,8 Pc. Chicken Fries,5.99,220,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1765,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1766,4 Pc. Chicken Fries,2.99,110,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1767,16 Pc. Chicken Nuggets,7.49,770,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1768,8 Pc. Chicken Nuggets,2.99,390,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1769,4 Pc. Chicken Nuggets,1.59,190,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1770,MOTTS Applesauce,1.89,50,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1771,Tacos,3.09,420,"24800 Sunnymead Blvd, Moreno Valley, CA, 92553, US"
1772,Whopper,7.59,670,"1688 North, Perris, CA, 92571, US"
1773,Impossible™ Whopper,8.59,630,"1688 North, Perris, CA, 92571, US"
1774,Texas Double Whopper,10.39,"1,090","1688 North, Perris, CA, 92571, US"
1775,Double Whopper,8.59,920,"1688 North, Perris, CA, 92571, US"
1776,Triple Whopper ,9.49,"1,170","1688 North, Perris, CA, 92571, US"
1777,Bacon King,10.39,"1,200","1688 North, Perris, CA, 92571, US"
1778,BBQ Bacon Whopper Jr.,6.89,390,"1688 North, Perris, CA, 92571, US"
1779,Whopper Jr.,6.19,330,"1688 North, Perris, CA, 92571, US"
1780,Bacon Double Cheeseburger,4.99,440,"1688 North, Perris, CA, 92571, US"
1781,Bacon Cheeseburger,3.99,340,"1688 North, Perris, CA, 92571, US"
1782,Double Cheeseburger,3.99,400,"1688 North, Perris, CA, 92571, US"
1783,Cheeseburger,3.49,290,"1688 North, Perris, CA, 92571, US"
1784,Rodeo Burger,3.49,340,"1688 North, Perris, CA, 92571, US"
1785,Hamburger,2.59,250,"1688 North, Perris, CA, 92571, US"
1786,Have-sies™,4.19,380,"1688 North, Perris, CA, 92571, US"
1787,French Fries,3.89,370,"1688 North, Perris, CA, 92571, US"
1788,Onion Rings,3.99,360,"1688 North, Perris, CA, 92571, US"
1789,12 Pc. Chicken Fries,7.99,340,"1688 North, Perris, CA, 92571, US"
1790,8 Pc. Chicken Fries,5.99,220,"1688 North, Perris, CA, 92571, US"
1791,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"1688 North, Perris, CA, 92571, US"
1792,4 Pc. Chicken Fries,2.99,110,"1688 North, Perris, CA, 92571, US"
1793,16 Pc. Chicken Nuggets,7.49,770,"1688 North, Perris, CA, 92571, US"
1794,8 Pc. Chicken Nuggets,2.99,390,"1688 North, Perris, CA, 92571, US"
1795,4 Pc. Chicken Nuggets,1.59,190,"1688 North, Perris, CA, 92571, US"
1796,MOTTS Applesauce,1.89,50,"1688 North, Perris, CA, 92571, US"
1797,Tacos,3.09,420,"1688 North, Perris, CA, 92571, US"
1798,Whopper,7.99,670,"2167 University Avenue, Riverside, CA, 92507, US"
1799,Impossible™ Whopper,8.49,630,"2167 University Avenue, Riverside, CA, 92507, US"
1800,Texas Double Whopper,10.29,"1,090","2167 University Avenue, Riverside, CA, 92507, US"
1801,Double Whopper,9.19,920,"2167 University Avenue, Riverside, CA, 92507, US"
1802,Triple Whopper ,10.19,"1,170","2167 University Avenue, Riverside, CA, 92507, US"
1803,Bacon King,9.29,"1,200","2167 University Avenue, Riverside, CA, 92507, US"
1804,BBQ Bacon Whopper Jr.,4.79,390,"2167 University Avenue, Riverside, CA, 92507, US"
1805,Whopper Jr.,4.19,330,"2167 University Avenue, Riverside, CA, 92507, US"
1806,Bacon Double Cheeseburger,4.39,440,"2167 University Avenue, Riverside, CA, 92507, US"
1807,Bacon Cheeseburger,2.99,340,"2167 University Avenue, Riverside, CA, 92507, US"
1808,Double Cheeseburger,3.49,400,"2167 University Avenue, Riverside, CA, 92507, US"
1809,Cheeseburger,2.69,290,"2167 University Avenue, Riverside, CA, 92507, US"
1810,Rodeo Burger,2.69,340,"2167 University Avenue, Riverside, CA, 92507, US"
1811,Hamburger,1.89,250,"2167 University Avenue, Riverside, CA, 92507, US"
1812,Have-sies™,3.79,380,"2167 University Avenue, Riverside, CA, 92507, US"
1813,French Fries,3.79,370,"2167 University Avenue, Riverside, CA, 92507, US"
1814,Onion Rings,3.79,360,"2167 University Avenue, Riverside, CA, 92507, US"
1815,12 Pc. Chicken Fries,5.39,340,"2167 University Avenue, Riverside, CA, 92507, US"
1816,8 Pc. Chicken Fries,4.59,220,"2167 University Avenue, Riverside, CA, 92507, US"
1817,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"2167 University Avenue, Riverside, CA, 92507, US"
1818,4 Pc. Chicken Fries,2.19,110,"2167 University Avenue, Riverside, CA, 92507, US"
1819,16 Pc. Chicken Nuggets,4.98,770,"2167 University Avenue, Riverside, CA, 92507, US"
1820,8 Pc. Chicken Nuggets,2.89,390,"2167 University Avenue, Riverside, CA, 92507, US"
1821,4 Pc. Chicken Nuggets,1.49,190,"2167 University Avenue, Riverside, CA, 92507, US"
1822,MOTTS Applesauce,2.29,50,"2167 University Avenue, Riverside, CA, 92507, US"
1823,Tacos,3.49,420,"2167 University Avenue, Riverside, CA, 92507, US"
1824,Whopper,8.99,670,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1825,Impossible™ Whopper,9.89,630,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1826,Texas Double Whopper,12.99,"1,090","23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1827,Double Whopper,9.99,920,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1828,Triple Whopper ,10.99,"1,170","23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1829,Bacon King,10.49,"1,200","23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1830,BBQ Bacon Whopper Jr.,8.19,390,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1831,Whopper Jr.,6.49,330,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1832,Bacon Double Cheeseburger,5.49,440,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1833,Bacon Cheeseburger,3.49,340,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1834,Double Cheeseburger,3.99,400,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1835,Cheeseburger,2.99,290,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1836,Rodeo Burger,3.49,340,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1837,Hamburger,1.99,250,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1838,Have-sies™,3.89,380,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1839,French Fries,3.99,370,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1840,Onion Rings,3.89,360,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1841,12 Pc. Chicken Fries,8.39,340,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1842,8 Pc. Chicken Fries,5.69,220,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1843,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1844,4 Pc. Chicken Fries,2.89,110,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1845,16 Pc. Chicken Nuggets,4.59,770,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1846,8 Pc. Chicken Nuggets,2.99,390,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1847,4 Pc. Chicken Nuggets,1.49,190,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1848,MOTTS Applesauce,1.49,50,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1849,Tacos,2.0,420,"23125 Hemlock Avenue, Moreno Valley, CA, 92557, US"
1850,Whopper,7.99,670,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1851,Impossible™ Whopper,8.49,630,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1852,Texas Double Whopper,10.29,"1,090","2020 West Florida Avenue, Hemet, CA, 92545, US"
1853,Double Whopper,9.19,920,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1854,Triple Whopper ,10.19,"1,170","2020 West Florida Avenue, Hemet, CA, 92545, US"
1855,Bacon King,9.29,"1,200","2020 West Florida Avenue, Hemet, CA, 92545, US"
1856,BBQ Bacon Whopper Jr.,4.79,390,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1857,Whopper Jr.,4.39,330,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1858,Bacon Double Cheeseburger,4.39,440,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1859,Bacon Cheeseburger,2.99,340,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1860,Double Cheeseburger,3.59,400,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1861,Cheeseburger,2.69,290,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1862,Rodeo Burger,2.69,340,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1863,Hamburger,1.89,250,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1864,Have-sies™,3.79,380,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1865,French Fries,3.79,370,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1866,Onion Rings,3.79,360,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1867,12 Pc. Chicken Fries,5.39,340,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1868,8 Pc. Chicken Fries,4.39,220,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1869,8 Pc. Fiery Buffalo Nuggets	,3.49,510,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1870,4 Pc. Chicken Fries,2.19,110,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1871,16 Pc. Chicken Nuggets,4.98,770,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1872,8 Pc. Chicken Nuggets,2.59,390,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1873,4 Pc. Chicken Nuggets,1.49,190,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1874,MOTTS Applesauce,2.29,50,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1875,Tacos,3.49,420,"2020 West Florida Avenue, Hemet, CA, 92545, US"
1876,Whopper,6.99,670,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1877,Impossible™ Whopper,7.99,630,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1878,Texas Double Whopper,9.19,"1,090","5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1879,Double Whopper,8.29,920,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1880,Triple Whopper ,9.29,"1,170","5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1881,Bacon King,8.59,"1,200","5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1882,BBQ Bacon Whopper Jr.,3.89,390,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1883,Whopper Jr.,3.99,330,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1884,Bacon Double Cheeseburger,4.29,440,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1885,Bacon Cheeseburger,3.39,340,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1886,Double Cheeseburger,3.49,400,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1887,Cheeseburger,2.59,290,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1888,Rodeo Burger,2.59,340,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1889,Hamburger,2.19,250,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1890,Have-sies™,3.49,380,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1891,French Fries,3.79,370,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1892,Onion Rings,3.79,360,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1893,12 Pc. Chicken Fries,4.99,340,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1894,8 Pc. Chicken Fries,4.19,220,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1895,8 Pc. Fiery Buffalo Nuggets	,2.99,510,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1896,4 Pc. Chicken Fries,1.99,110,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1897,16 Pc. Chicken Nuggets,4.98,770,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1898,8 Pc. Chicken Nuggets,2.79,390,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1899,4 Pc. Chicken Nuggets,1.79,190,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1900,MOTTS Applesauce,1.69,50,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1901,Tacos,2.19,420,"5610 Freeport Boulevard, Sacramento, CA, 95822, US"
1902,Royal Crispy Chicken,5.89,600,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1903,Fiery Royal Crispy Chicken,5.99,760,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1904,Bacon and Swiss Royal Crispy Chicken,6.99,740,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1905,Original Chicken Sandwich,5.89,680,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1906,8 Pc. Fiery Buffalo Nuggets,2.99,510,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1907,16 Pc. Chicken Nuggets,4.98,770,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1908,8 Pc. Chicken Nuggets,2.79,390,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
1909,4 Pc. Chicken Nuggets,1.79,190,"5150 Stockton Blvd., Sacramento, CA, 95820, US"
